# Data from Rio Frio Campaign, Portugal 2002,,,
# Turbulence measurements over a cork oak plantation,,,,
# Level T9 / DOY 193 2003, 13:00 - 14:00 Local Time,,,
"# ""Time(s)""",U_Wind(ms-1),V_Wind(ms-1),W_wind(ms-1),Temperature(degC)
309.8,2.16,-1.4,-0.04,29.11
309.85,2.2,-1.3,0.04,28.99
309.9,2.39,-1.2,-0.11,28.93
309.95,2.42,-1.16,-0.12,29.08
310,2.31,-1.09,-0.08,29.21
310.05,2.37,-0.91,-0.08,29.2
310.1,2.29,-0.89,0.03,29.19
310.15,2.58,-0.46,0.21,29.11
310.2,2.53,-0.86,0.31,28.95
310.25,3,-0.71,0.35,28.88
310.3,2.88,-0.72,0.49,28.83
310.35,2.66,-0.74,0.44,28.88
310.4,2.47,-0.6,0.31,28.99
310.45,2.58,-1.02,0.04,29.01
310.5,2.67,-1.26,-0.21,29.07
310.55,2.52,-1.19,-0.37,29.09
310.6,2.66,-1.05,-0.39,29.05
310.65,2.67,-0.72,-0.52,29
310.7,2.73,-0.63,-0.38,28.96
310.75,2.68,-0.69,-0.3,28.96
310.8,2.68,-0.68,-0.01,28.97
310.85,2.89,-0.8,0.21,28.95
310.9,2.88,-0.73,0.36,28.87
310.95,2.86,-0.43,0.23,28.86
311,2.8,-0.13,0.12,28.85
311.05,2.72,-0.3,0.23,28.72
311.1,2.82,-0.42,-0.11,28.73
311.15,2.92,-0.39,-0.31,28.53
311.2,2.97,-0.33,-0.24,28.59
311.25,2.81,-0.29,-0.19,28.59
311.3,2.8,-0.34,-0.23,28.54
311.35,2.8,-0.34,-0.23,28.56
311.4,2.84,-0.4,-0.11,28.86
311.45,2.94,-0.28,-0.05,28.95
311.5,2.95,-0.35,-0.33,28.85
311.55,2.89,-0.38,-0.41,28.79
311.6,2.88,-0.39,-0.39,28.69
311.65,2.93,-0.35,-0.38,28.64
311.7,2.9,-0.35,-0.37,28.61
311.75,2.88,-0.41,-0.36,28.62
311.8,2.91,-0.49,-0.4,28.68
311.85,3,-0.55,-0.43,28.9
311.9,2.95,-0.49,-0.51,28.79
311.95,3.06,-0.44,-0.5,28.93
312,2.96,-0.44,-0.68,28.83
312.05,3,-0.39,-0.67,28.88
312.1,3.09,-0.39,-0.62,28.83
312.15,3.01,-0.49,-0.58,28.85
312.2,2.92,-0.39,-0.75,28.78
312.25,2.95,-0.32,-0.7,28.81
312.3,2.93,-0.35,-0.66,28.76
312.35,2.89,-0.31,-0.63,28.83
312.4,2.86,-0.21,-0.61,28.82
312.45,2.78,-0.25,-0.57,28.75
312.5,2.84,-0.36,-0.56,28.87
312.55,2.85,-0.35,-0.52,28.9
312.6,2.85,-0.34,-0.55,28.82
312.65,2.8,-0.39,-0.44,28.86
312.7,2.86,-0.36,-0.36,28.86
312.75,2.9,-0.22,-0.39,28.85
312.8,3.03,-0.02,-0.38,28.95
312.85,3.15,-0.14,-0.3,29.32
312.9,3.17,-0.19,-0.17,29.68
312.95,3.21,-0.21,-0.11,29.44
313,3.14,-0.04,-0.1,29.3
313.05,3.14,0.09,-0.27,29.22
313.1,3.06,0,-0.04,29.09
313.15,3.16,-0.02,0.16,29.13
313.2,3.23,-0.11,0.16,29.13
313.25,3.27,0.21,0.24,29.14
313.3,3.16,0,0.31,29.22
313.35,3.29,-0.24,0.19,29.74
313.4,3.14,-0.14,0.35,29.66
313.45,3.19,-0.09,0.27,29.73
313.5,3.6,0.03,0.46,29.72
313.55,3.62,-0.1,0.46,29.69
313.6,3.69,-0.19,0.67,29.78
313.65,3.64,-0.14,0.67,29.76
313.7,3.57,-0.15,0.71,29.72
313.75,3.55,-0.2,0.34,29.64
313.8,3.37,-0.38,0.44,29.65
313.85,3.54,-0.44,0.45,29.64
313.9,3.95,-0.44,0.3,29.64
313.95,3.96,-0.43,0.2,29.61
314,3.87,-0.43,0.34,29.63
314.05,3.97,-0.28,0.33,29.71
314.1,4.15,0.07,0.29,29.6
314.15,4.16,-0.01,0.2,29.74
314.2,4.03,-0.11,0.08,29.73
314.25,4.03,-0.22,-0.07,29.76
314.3,3.83,-0.46,-0.04,29.79
314.35,3.73,-0.52,0.1,29.83
314.4,3.81,-0.75,-0.13,29.79
314.45,3.71,-0.67,-0.14,29.74
314.5,3.62,-0.59,-0.08,29.67
314.55,3.52,-0.63,-0.04,29.67
314.6,3.45,-0.82,-0.04,29.77
314.65,3.5,-1.19,0.05,29.78
314.7,3.62,-0.99,0.09,29.78
314.75,3.73,-0.86,0.02,29.83
314.8,3.71,-1.03,-0.09,29.77
314.85,3.65,-1.17,-0.16,29.75
314.9,3.68,-0.92,-0.2,29.72
314.95,3.74,-0.6,-0.17,29.48
315,3.85,-0.75,0.04,29.76
315.05,3.54,-1.1,0.1,29.69
315.1,3.42,-1,-0.01,29.65
315.15,3.3,-0.99,-0.11,29.67
315.2,3.29,-0.99,-0.31,29.56
315.25,3.64,-0.66,-0.14,29.57
315.3,3.48,-0.66,-0.04,29.38
315.35,3.42,-0.68,0.04,29.34
315.4,3.27,-0.5,-0.12,29.14
315.45,3.13,-0.49,-0.04,29.06
315.5,3.14,-0.43,-0.08,29.12
315.55,3.21,-0.59,-0.27,29.25
315.6,3.34,-0.33,-0.25,29.3
315.65,3.1,-0.4,-0.17,29.37
315.7,2.77,-0.45,-0.04,29.32
315.75,2.55,-0.73,-0.01,29.28
315.8,2.45,-0.86,-0.17,29.28
315.85,2.49,-0.96,-0.18,29.29
315.9,2.35,-0.96,-0.18,29.31
315.95,2.3,-0.9,-0.18,29.33
316,2.29,-0.91,-0.08,29.34
316.05,2.28,-0.92,-0.01,29.25
316.1,2.42,-0.98,-0.02,29.4
316.15,2.5,-1.01,0.05,29.29
316.2,2.69,-1.15,0.04,29.41
316.25,2.73,-1.31,-0.1,29.48
316.3,2.67,-1.19,-0.09,29.54
316.35,2.66,-1.52,-0.07,29.6
316.4,2.81,-1.59,0.13,29.72
316.45,3.03,-1.38,-0.01,29.79
316.5,3.11,-1.66,0.07,29.67
316.55,2.93,-1.69,0.16,29.69
316.6,2.79,-1.68,0.1,29.63
316.65,2.58,-1.55,0.18,29.67
316.7,2.21,-1.54,0.21,29.69
316.75,2.05,-1.79,0.21,29.73
316.8,2.19,-1.88,0.23,29.68
316.85,2.48,-1.95,0.24,29.86
316.9,2.56,-1.92,0.24,29.87
316.95,2.71,-1.85,0.24,29.82
317,2.6,-1.67,0.25,29.81
317.05,2.6,-1.73,0.3,29.8
317.1,2.54,-1.74,0.3,29.81
317.15,2.63,-1.68,0.36,29.83
317.2,2.7,-1.73,0.39,29.83
317.25,2.72,-1.63,0.22,29.81
317.3,2.68,-1.52,0.08,29.73
317.35,2.56,-1.47,0.18,29.81
317.4,2.45,-1.7,0.35,29.78
317.45,2.4,-1.81,0.43,29.74
317.5,2.41,-1.75,0.55,29.7
317.55,2.54,-1.61,0.49,29.75
317.6,2.42,-1.65,0.46,29.75
317.65,2.34,-1.55,0.45,29.75
317.7,2.53,-1.6,0.44,29.8
317.75,2.44,-1.88,0.44,29.78
317.8,2.41,-1.85,0.45,29.76
317.85,2.53,-1.83,0.42,29.76
317.9,2.78,-1.89,0.44,29.77
317.95,3.04,-1.96,0.29,29.82
318,3.54,-1.72,0.44,29.83
318.05,3.52,-1.77,0.55,29.9
318.1,3.45,-1.93,0.55,29.94
318.15,3.33,-1.95,0.48,29.91
318.2,3.21,-2.14,0.55,29.87
318.25,3.35,-2.01,0.21,29.84
318.3,3.27,-1.79,0.16,29.88
318.35,3.55,-2.04,0.35,29.78
318.4,3.66,-2.24,0.21,29.77
318.45,3.84,-2.05,-0.08,29.79
318.5,3.77,-1.98,0.15,29.82
318.55,3.66,-2.02,0.18,29.81
318.6,3.53,-1.99,0.27,29.82
318.65,3.58,-1.9,0.34,29.82
318.7,3.65,-2.13,0.17,29.8
318.75,3.63,-2.17,0.16,29.87
318.8,3.44,-2.24,-0.07,29.85
318.85,3.22,-2.14,-0.12,29.9
318.9,3.42,-1.94,0.11,30.09
318.95,3.48,-2.02,0.17,30.1
319,3.66,-2.04,0.25,30.29
319.05,3.61,-2.01,0.23,30.23
319.1,3.53,-1.99,-0.02,30.1
319.15,3.46,-1.87,-0.08,30.11
319.2,3.07,-2,-0.11,30.09
319.25,2.95,-2,-0.35,29.87
319.3,2.8,-2.19,-0.35,29.92
319.35,2.52,-2.09,-0.34,29.94
319.4,2.55,-1.92,-0.44,29.9
319.45,2.36,-1.69,-0.82,29.76
319.5,2.48,-1.51,-1.04,29.78
319.55,2.6,-1.47,-0.95,29.77
319.6,2.73,-1.67,-0.47,29.84
319.65,3.03,-1.4,-0.34,29.89
319.7,2.86,-1.48,-0.4,29.89
319.75,2.8,-1.57,-0.42,29.93
319.8,2.98,-1.67,-0.45,30.05
319.85,3.03,-1.59,-0.45,30.07
319.9,3.15,-1.58,-0.53,30.03
319.95,3.06,-1.67,-0.26,30.02
320,3.05,-1.68,-0.07,30.05
320.05,2.97,-1.87,0,30.03
320.1,2.82,-1.83,0.08,29.95
320.15,2.61,-1.79,0.16,29.92
320.2,2.48,-1.71,0.07,29.87
320.25,2.68,-1.28,0.06,29.82
320.3,2.74,-1.31,-0.04,29.7
320.35,2.81,-1.44,-0.04,29.72
320.4,2.77,-1.39,-0.27,29.8
320.45,2.67,-1.35,-0.04,29.84
320.5,2.74,-1.39,0.02,29.78
320.55,2.75,-1.28,0.11,29.66
320.6,2.83,-0.92,0.31,29.39
320.65,2.76,-0.78,0.23,29.36
320.7,2.69,-0.7,0.23,29.31
320.75,2.52,-0.68,0.27,29.32
320.8,2.54,-0.7,0.04,29.25
320.85,2.62,-0.6,-0.15,29.22
320.9,2.42,-0.8,-0.3,29.29
320.95,2.21,-0.89,-0.41,29.37
321,2.12,-1.05,-0.29,29.38
321.05,1.92,-1.01,-0.23,29.42
321.1,1.88,-0.94,-0.31,29.41
321.15,1.92,-1.01,-0.3,29.5
321.2,2.24,-1.21,-0.45,29.48
321.25,2.21,-1.43,-0.47,29.54
321.3,2.11,-1.71,-0.43,29.62
321.35,2.24,-1.71,-0.07,29.6
321.4,2.42,-1.74,-0.06,29.55
321.45,2.67,-1.83,-0.01,29.52
321.5,3,-1.67,0.25,29.55
321.55,2.87,-1.85,0.43,29.49
321.6,2.71,-1.81,0.31,29.46
321.65,2.66,-1.52,0.53,29.43
321.7,2.71,-1.55,0.28,29.47
321.75,2.48,-1.47,0.13,29.42
321.8,2.74,-0.6,0.53,29.35
321.85,3.05,-0.47,0.78,29.4
321.9,3.1,-0.41,0.74,29.52
321.95,2.75,-0.64,0.12,29.56
322,2.15,-1.4,-0.27,29.44
322.05,2.2,-1.63,0.17,29.46
322.1,2.48,-1.36,0.53,29.53
322.15,2.46,-1.47,0.53,29.56
322.2,2.45,-1.69,0.51,29.63
322.25,2.36,-1.77,0.57,29.68
322.3,2.34,-1.37,0.94,29.61
322.35,2.22,-0.74,1.01,29.48
322.4,2.08,-0.97,1.05,29.6
322.45,2.22,-1.05,1.14,29.69
322.5,2.14,-1.41,0.7,29.7
322.55,2.16,-1.27,0.61,29.69
322.6,2.29,-1.3,0.7,29.66
322.65,2.39,-1.26,0.65,29.63
322.7,2.48,-1.15,0.64,29.55
322.75,2.38,-1.08,0.59,29.59
322.8,2.43,-1,0.65,29.56
322.85,2.69,-1.01,0.76,29.53
322.9,2.8,-1.05,0.27,29.38
322.95,2.75,-1.48,0,29.23
323,2.94,-1.79,0.32,29.28
323.05,3.06,-1.72,0.34,29.36
323.1,2.9,-1.71,0.32,29.42
323.15,2.93,-1.84,0.35,29.41
323.2,3.12,-1.88,0.15,29.67
323.25,2.91,-1.71,0.42,29.49
323.3,2.78,-1.94,0.64,29.53
323.35,3.06,-1.69,0.59,29.59
323.4,2.82,-1.99,0.96,29.75
323.45,2.86,-2.03,0.86,29.74
323.5,2.94,-1.82,0.95,29.62
323.55,2.86,-1.84,1.04,29.75
323.6,2.91,-1.82,0.95,29.75
323.65,2.78,-1.71,0.88,29.73
323.7,2.63,-1.47,0.99,29.73
323.75,2.25,-1.72,1.51,29.76
323.8,2.78,-1.53,0.43,29.65
323.85,2.65,-1.92,0.51,29.69
323.9,2.64,-2.13,-0.02,29.78
323.95,2.7,-2.28,0.06,29.78
324,2.49,-2.05,0.15,29.79
324.05,2.4,-1.8,-0.34,29.68
324.1,2.39,-1.7,-0.52,29.6
324.15,2.44,-1.59,-0.55,29.67
324.2,2.41,-1.7,-0.57,29.65
324.25,2.64,-2,-0.51,29.61
324.3,2.52,-1.79,-1.06,29.6
324.35,2.16,-1.54,-1.01,29.56
324.4,2.02,-1.35,-0.94,29.57
324.45,2.2,-1.52,-0.9,29.55
324.5,2.67,-1.99,-0.94,29.67
324.55,2.61,-2.25,-0.94,29.59
324.6,2.58,-1.68,-0.87,29.68
324.65,2.45,-1.64,-0.79,29.73
324.7,2.49,-1.74,-0.72,29.77
324.75,2.61,-1.91,-0.78,29.61
324.8,3.24,-1.9,-0.83,29.09
324.85,3.36,-1.71,-0.8,29.06
324.9,3.36,-1.67,-0.67,29.2
324.95,3.38,-1.64,-0.7,29.34
325,3.47,-1.73,-0.86,29.5
325.05,3.46,-1.79,-0.78,29.49
325.1,3.59,-1.79,-0.68,29.51
325.15,3.49,-1.82,-0.8,29.53
325.2,3.43,-1.95,-0.73,29.59
325.25,3.61,-1.86,-0.7,29.47
325.3,3.66,-1.79,-0.61,29.28
325.35,3.59,-1.41,-0.52,28.99
325.4,3.56,-1.09,-0.42,29
325.45,3.69,-0.92,-0.43,28.88
325.5,3.72,-0.9,-0.45,28.84
325.55,3.57,-0.86,-0.4,28.87
325.6,3.71,-0.79,-0.37,28.83
325.65,3.91,-0.92,-0.79,28.84
325.7,3.62,-1.02,-1.06,28.82
325.75,3.52,-0.99,-1.13,28.83
325.8,3.45,-0.75,-1.08,28.79
325.85,3.41,-0.75,-1.02,28.82
325.9,3.57,-0.68,-1.02,28.85
325.95,3.42,-0.63,-0.95,28.85
326,3.31,-0.33,-0.86,28.88
326.05,3.13,-0.65,-1.08,28.83
326.1,3.2,-0.74,-1.06,28.79
326.15,3.22,-0.66,-0.9,28.87
326.2,3.03,-0.73,-0.83,28.91
326.25,2.84,-0.64,-0.8,28.92
326.3,2.9,-0.3,-0.68,28.97
326.35,3.02,-0.21,-0.46,29
326.4,2.98,-0.21,-0.47,28.99
326.45,3.29,-0.19,-0.52,28.99
326.5,3.16,-0.08,-0.43,28.98
326.55,3.07,-0.02,-0.44,28.99
326.6,2.95,-0.14,-0.49,29.01
326.65,3.04,-0.44,-0.57,28.93
326.7,3.05,-0.56,-0.59,28.82
326.75,3.05,-0.56,-0.54,28.86
326.8,3.07,-0.55,-0.64,28.79
326.85,3.05,-0.52,-0.67,28.77
326.9,2.88,-0.44,-0.64,28.78
326.95,2.85,-0.62,-0.76,28.81
327,2.94,-0.81,-0.94,28.86
327.05,3.01,-0.7,-0.93,28.88
327.1,2.92,-0.81,-0.92,28.88
327.15,2.89,-0.81,-0.93,28.91
327.2,2.83,-0.78,-0.87,28.91
327.25,2.8,-0.77,-0.72,28.89
327.3,2.75,-0.88,-0.82,28.92
327.35,2.76,-0.97,-0.69,28.91
327.4,2.79,-0.87,-0.7,28.91
327.45,2.94,-0.81,-0.62,28.89
327.5,2.9,-0.9,-0.67,28.9
327.55,2.77,-0.89,-0.59,28.9
327.6,2.65,-1.07,-0.62,28.92
327.65,2.68,-1.17,-0.67,28.96
327.7,2.65,-1.14,-0.66,28.96
327.75,2.58,-1.28,-0.71,28.94
327.8,2.51,-1.22,-0.78,28.92
327.85,2.48,-1.22,-0.86,28.9
327.9,2.61,-1.14,-0.75,28.9
327.95,2.61,-1.21,-0.65,28.96
328,2.47,-1.2,-0.66,28.97
328.05,2.44,-1.15,-0.89,28.95
328.1,2.43,-1.22,-0.97,28.95
328.15,2.43,-1.34,-0.77,28.95
328.2,2.5,-1.18,-0.66,28.96
328.25,2.49,-1.14,-0.65,28.95
328.3,2.46,-1.18,-0.6,28.97
328.35,2.42,-1.18,-0.56,28.96
328.4,2.48,-1.12,-0.59,28.93
328.45,2.49,-1.12,-0.74,28.91
328.5,2.56,-1.15,-0.79,28.9
328.55,2.62,-1.11,-0.77,28.92
328.6,2.68,-0.97,-0.7,28.95
328.65,2.66,-0.84,-0.76,28.95
328.7,2.63,-0.87,-0.83,28.95
328.75,2.64,-0.97,-0.82,28.98
328.8,2.62,-0.95,-0.8,29.06
328.85,2.59,-1.05,-0.79,29.04
328.9,2.59,-0.97,-0.75,28.99
328.95,2.55,-0.94,-0.62,29.09
329,2.73,-0.77,-0.55,29.08
329.05,2.84,-0.64,-0.5,29.22
329.1,2.66,-0.91,-0.43,29.13
329.15,2.8,-0.94,-0.39,29.08
329.2,3.05,-0.88,-0.32,29.15
329.25,3.03,-0.79,-0.43,29.23
329.3,2.98,-0.68,-0.46,29.25
329.35,3.01,-0.68,-0.51,29.26
329.4,3.07,-0.73,-0.55,29.27
329.45,3.16,-0.68,-0.51,29.2
329.5,3.18,-0.72,-0.5,29.15
329.55,3.22,-0.42,-0.71,29.11
329.6,3.17,-0.37,-0.67,29.1
329.65,3.16,-0.35,-0.59,29.1
329.7,3.31,-0.22,-0.57,29.1
329.75,3.16,-0.15,-0.6,29.1
329.8,3.09,-0.19,-0.47,29.1
329.85,2.97,-0.13,-0.36,29.1
329.9,3.12,-0.16,-0.31,29.1
329.95,3.25,-0.17,-0.35,29.11
330,3.23,-0.13,-0.44,29.1
330.05,3.13,-0.34,-0.42,29.12
330.1,2.87,-0.25,-0.5,29.12
330.15,2.86,-0.12,-0.42,29.11
330.2,2.76,0,-0.46,29.11
330.25,2.84,0.1,-0.71,29.12
330.3,2.83,0.07,-0.7,29.14
330.35,2.81,-0.04,-0.77,29.14
330.4,2.68,0.03,-0.86,29.12
330.45,2.68,0.22,-0.85,29.1
330.5,2.64,0.29,-0.77,29.1
330.55,2.58,0.06,-0.78,29.12
330.6,2.48,0.27,-0.71,29.11
330.65,2.25,0.27,-0.69,29.13
330.7,2.16,0.14,-0.68,29.11
330.75,2.35,0.07,-0.56,29.1
330.8,2.36,0.07,-0.5,29.12
330.85,2.27,0.06,-0.57,29.13
330.9,2.37,-0.04,-0.38,29.17
330.95,2.32,-0.2,-0.53,29.18
331,2.53,-0.33,-0.72,29.17
331.05,2.54,-0.36,-0.65,29.19
331.1,2.44,-0.36,-0.63,29.23
331.15,2.42,-0.4,-0.58,29.25
331.2,2.35,-0.41,-0.55,29.22
331.25,2.24,-0.37,-0.66,29.18
331.3,2.28,-0.43,-0.54,29.19
331.35,2.19,-0.59,-0.56,29.21
331.4,2.17,-0.55,-0.49,29.2
331.45,2.15,-0.53,-0.48,29.19
331.5,2.14,-0.58,-0.51,29.18
331.55,2.16,-0.61,-0.56,29.19
331.6,2.07,-0.6,-0.56,29.2
331.65,2.05,-0.63,-0.63,29.21
331.7,2.15,-0.69,-0.71,29.18
331.75,2.42,-0.8,-0.85,28.96
331.8,2.41,-0.9,-0.84,28.89
331.85,2.51,-1,-0.86,28.87
331.9,2.58,-0.98,-0.91,28.81
331.95,2.78,-0.97,-0.79,28.84
332,2.74,-0.96,-0.7,28.89
332.05,2.61,-0.97,-0.53,28.91
332.1,2.47,-0.95,-0.46,28.92
332.15,2.41,-1.09,-0.46,28.92
332.2,2.54,-1.17,-0.5,28.93
332.25,2.64,-1.19,-0.54,28.99
332.3,2.44,-1.31,-0.49,28.97
332.35,2.4,-1.33,-0.38,29.01
332.4,2.53,-1.43,-0.08,29.1
332.45,2.6,-1.19,-0.15,29.08
332.5,2.54,-1.42,-0.26,29.06
332.55,2.48,-1.53,-0.36,29.44
332.6,2.52,-1.68,-0.34,30.17
332.65,2.52,-1.79,-0.3,30.53
332.7,2.49,-1.77,-0.26,30.28
332.75,2.59,-1.72,-0.28,29.84
332.8,2.57,-1.68,-0.27,29.8
332.85,2.6,-1.7,-0.16,30
332.9,2.45,-1.86,-0.22,29.98
332.95,2.41,-1.9,-0.06,29.97
333,2.31,-1.87,0.12,30.14
333.05,2.24,-1.81,0.25,30.46
333.1,2.09,-1.91,0.25,30.52
333.15,2.01,-2.05,0.37,30.52
333.2,2.19,-2.12,0.44,30.37
333.25,2.27,-2.01,0.45,30.33
333.3,2.04,-1.88,0.3,30.25
333.35,1.9,-1.77,0.3,30.28
333.4,1.78,-1.78,0.21,30.22
333.45,1.69,-1.83,0.14,30.17
333.5,1.58,-1.98,-0.05,30.21
333.55,1.36,-1.65,0.36,30.19
333.6,1.9,-1.44,0.7,30.21
333.65,1.9,-1.44,0.59,30.15
333.7,1.87,-1.5,0.22,30.13
333.75,1.74,-1.69,0.14,30.21
333.8,1.61,-1.8,0,30.06
333.85,1.72,-1.79,0.03,29.96
333.9,1.71,-1.69,0.12,29.91
333.95,1.74,-1.66,0.05,29.97
334,1.7,-1.67,-0.06,30.01
334.05,1.53,-1.56,-0.06,30.06
334.1,1.57,-1.51,-0.15,30.07
334.15,1.53,-1.54,-0.07,30.06
334.2,1.6,-1.63,-0.19,30.05
334.25,1.44,-1.68,-0.2,30.03
334.3,1.42,-1.66,-0.17,30
334.35,1.52,-1.68,-0.13,29.96
334.4,1.54,-1.65,-0.1,29.98
334.45,1.64,-1.61,-0.02,30
334.5,1.71,-1.62,0.2,30.02
334.55,1.64,-1.77,0.13,30.03
334.6,1.77,-1.95,0,30.03
334.65,1.8,-2.46,0.07,30.26
334.7,1.92,-2.46,0.11,30.25
334.75,2.02,-2.54,0.05,30.26
334.8,1.89,-2.6,0.41,30.26
334.85,1.77,-2.43,0.56,30.18
334.9,1.59,-2.45,0.61,30.13
334.95,1.88,-2.29,0.59,30.14
335,2.53,-2.07,-0.08,30.16
335.05,2.71,-1.74,0.2,30.1
335.1,2.83,-1.39,0.49,30.11
335.15,3.04,-1.66,0.69,30.12
335.2,2.87,-2.53,0.23,30.05
335.25,2.85,-2.7,0.13,30.19
335.3,3.17,-2.53,-0.16,30.11
335.35,3.34,-1.98,-0.02,30.11
335.4,3.15,-2.1,0.29,29.78
335.45,2.87,-2.57,0.11,29.62
335.5,2.89,-2.55,0.03,29.19
335.55,3.02,-2.47,-0.08,28.96
335.6,3.06,-2.42,-0.21,29.31
335.65,3.05,-2.27,-0.19,29.68
335.7,2.69,-2.31,-0.31,29.96
335.75,2.94,-2.29,-0.52,29.74
335.8,3.16,-2.11,-0.66,29.59
335.85,3.3,-2.19,-0.59,28.66
335.9,3.14,-2.38,-0.61,29
335.95,3.07,-2.51,-0.68,29.62
336,2.99,-2.56,-0.57,29.73
336.05,2.95,-2.56,-0.7,28.97
336.1,3.08,-2.45,-0.66,28.57
336.15,3.18,-2.2,-0.62,28.68
336.2,3.22,-2.17,-0.46,28.97
336.25,3.3,-2.33,-0.51,29.03
336.3,3.22,-2.31,-0.51,28.98
336.35,3.31,-2.38,-0.65,28.32
336.4,3.19,-2.38,-0.49,29.25
336.45,3.03,-2.28,-0.59,28.48
336.5,3.05,-2.27,-0.71,28.05
336.55,2.89,-2.37,-0.67,28.82
336.6,2.98,-2.24,-0.77,28.16
336.65,3.01,-2.16,-0.81,28.11
336.7,3.03,-2.26,-0.88,28.17
336.75,3,-2.17,-0.91,28.05
336.8,3.04,-2.16,-0.96,28.1
336.85,3.02,-2.2,-0.99,28.18
336.9,3.02,-2.18,-1.03,28.08
336.95,2.98,-2.15,-1.01,28.11
337,2.98,-2.17,-1.02,28.13
337.05,3,-2.19,-1.06,28.13
337.1,3,-2.14,-1.07,28.11
337.15,2.96,-2.12,-1.11,28.07
337.2,2.94,-2.05,-1.12,28.02
337.25,2.94,-2.01,-1.13,28.04
337.3,2.93,-1.99,-1.14,28.04
337.35,2.92,-1.96,-1.15,28.05
337.4,2.9,-1.94,-1.15,28.07
337.45,2.86,-1.9,-1.15,28.05
337.5,2.83,-1.89,-1.12,28.06
337.55,2.79,-1.91,-1.12,28.1
337.6,2.8,-1.91,-1.12,28.1
337.65,2.79,-1.92,-1.13,28.08
337.7,2.8,-1.91,-1.13,28.09
337.75,2.82,-1.88,-1.04,28.16
337.8,2.77,-1.84,-1.13,28.08
337.85,2.79,-1.8,-1.11,28.05
337.9,2.79,-1.76,-1.14,28.07
337.95,2.78,-1.78,-1.17,28.07
338,2.75,-1.8,-1.16,28.05
338.05,2.73,-1.76,-1.15,28.06
338.1,2.7,-1.73,-1.16,28.04
338.15,2.66,-1.71,-1.17,28.05
338.2,2.61,-1.68,-1.17,28.05
338.25,2.58,-1.66,-1.16,28.06
338.3,2.56,-1.71,-1.16,28.13
338.35,2.51,-1.73,-1.16,28.13
338.4,2.55,-1.75,-1.21,28.12
338.45,2.73,-1.72,-1.25,28.14
338.5,2.93,-1.67,-1.2,28.22
338.55,2.87,-1.74,-1.14,28.26
338.6,2.9,-1.7,-1.11,28.39
338.65,2.9,-1.66,-1.05,28.37
338.7,2.93,-1.69,-1.12,28.29
338.75,2.92,-1.62,-1.19,28.25
338.8,3.04,-1.54,-1.15,28.32
338.85,3.04,-1.5,-1.1,28.41
338.9,3.01,-1.38,-1.14,28.47
338.95,2.91,-1.22,-1.12,28.57
339,2.95,-1.35,-1.08,28.9
339.05,2.86,-1.47,-1.2,29.15
339.1,2.72,-1.4,-1.17,29.14
339.15,2.57,-1.24,-1.18,28.85
339.2,2.8,-1.02,-1.2,28.55
339.25,2.77,-1.1,-1.33,28.26
339.3,2.85,-1.03,-1.33,28.35
339.35,2.85,-1.07,-1.37,28.17
339.4,2.83,-0.98,-1.43,28.1
339.45,2.73,-0.94,-1.47,28.17
339.5,2.6,-0.95,-0.93,29.5
339.55,2.32,-1.03,-0.81,29.69
339.6,2.07,-0.97,-0.59,29.8
339.65,2,-1.03,-0.19,29.74
339.7,1.89,-1.01,0.06,29.73
339.75,1.87,-0.93,0.08,29.84
339.8,1.84,-1.16,-0.3,29.98
339.85,1.73,-1.16,0.21,30.06
339.9,1.92,-1.86,0.55,30.02
339.95,1.94,-2.22,0.51,30.07
340,2.04,-2.01,0.54,30.06
340.05,1.9,-2.02,0.3,29.97
340.1,1.86,-2.07,0.16,29.78
340.15,1.58,-1.98,0.34,29.78
340.2,1.11,-1.99,0.35,29.86
340.25,0.76,-2.29,0.31,30.06
340.3,1.14,-2.12,0.75,30.05
340.35,1.77,-1.7,0.8,30.22
340.4,2.41,-1.46,0.55,30.54
340.45,2.54,-1.48,0.79,30.43
340.5,2.78,-1.46,0.82,30.41
340.55,3.12,-1.47,0.53,30.61
340.6,2.99,-1.42,0.78,30.52
340.65,2.68,-1.64,0.98,30.55
340.7,2.88,-1.23,1.09,30.73
340.75,2.88,-1.14,0.99,30.54
340.8,2.78,-1.04,0.86,30.22
340.85,2.71,-1.03,0.86,29.97
340.9,2.63,-1.28,1.04,30.3
340.95,2.49,-1.16,1.09,30.34
341,2.35,-1.13,1.12,30.51
341.05,2.31,-1.29,1.14,30.5
341.1,2.26,-1.43,1.19,30.46
341.15,2.27,-1.29,1.1,30.45
341.2,2.12,-1.32,1.19,30.52
341.25,1.97,-1.41,1.31,30.53
341.3,1.94,-1.28,1.08,30.49
341.35,1.9,-1.22,1.05,30.5
341.4,2,-1.18,1,30.49
341.45,1.98,-1.14,1.01,30.47
341.5,1.93,-1.03,0.91,30.46
341.55,1.94,-0.99,0.86,30.4
341.6,1.98,-0.99,0.63,30.39
341.65,1.94,-0.89,0.45,30.38
341.7,1.88,-0.85,0.39,30.37
341.75,1.73,-0.81,0.38,30.37
341.8,1.5,-0.86,0.46,30.37
341.85,1.6,-0.75,0.62,30.3
341.9,1.65,-0.75,0.73,30.37
341.95,1.82,-1.14,0.68,30.37
342,1.89,-1.07,0.41,30.42
342.05,1.86,-1,0.4,30.4
342.1,1.71,-1.12,0.47,30.38
